DataZon,CIF,crime_rate,overcrowded_count,Employment_rate,DEPRESS,DRUG,Noquals,SMR,nocentralheat_rate,Clst_KM,BMU,hier_cluster
S01008462,0.401960784313726,0.075352112676056,0.126530612244898,0.660377358490566,0.975046839276569,0.259625798254045,0.809987774359968,0.297445255474453,0.008764886926268,3,99.000000000000000,5
S01008463,0.352941176470588,0.135247381726255,0.287755102040816,0.490566037735849,0.640879818264459,0.405262216443333,0.738411162487107,0.271897810218978,0.051647423261053,3,109.000000000000000,5
S01008464,0.098039215686275,0.060638386532211,0.279591836734694,0.113207547169811,0.458506293796660,0.054080880572646,0.507315949537067,0.144160583941606,0.197735849056604,2,83.000000000000000,1
S01008465,0.127450980392157,0.067663121586663,0.179591836734694,0.150943396226415,0.454866022213389,0.000000000000000,0.491752873373384,0.202554744525547,0.159894217565987,2,83.000000000000000,1
S01008466,0.147058823529412,0.050695610974717,0.218367346938776,0.207547169811321,0.540148752059512,0.065847620486976,0.498288007786823,0.080291970802920,0.119598295800365,2,93.000000000000000,1
S01008467,0.127450980392157,0.056232919907505,0.134693877551020,0.132075471698113,0.400931258976263,0.092893543532599,0.521127193333675,0.166058394160584,0.107054440572046,2,83.000000000000000,1
S01008468,0.176470588235294,0.128649948471316,0.191836734693878,0.188679245283019,0.966000391800863,0.047171237336753,0.604756355935917,0.339416058394161,0.064304341156619,3,116.000000000000000,4
S01008469,0.137254901960784,0.099618047266651,0.181632653061225,0.094339622641509,0.392063554205881,0.066634916096319,0.536315420660887,0.180656934306569,0.025702233412903,2,83.000000000000000,1
S01008470,0.313725490196078,0.053896971927853,0.322448979591837,0.301886792452830,0.696397396333197,0.096764696371130,0.710351384555669,0.242700729927007,0.095065312046444,3,117.000000000000000,4
S01008471,0.382352941176471,0.050004834498985,0.387755102040816,0.415094339622641,0.644382192474112,0.163092948265620,0.708087261266133,0.361313868613139,0.057615340634209,3,118.000000000000000,4
S01008472,0.235294117647059,0.062360369111219,0.332653061224490,0.283018867924528,0.527305008317932,0.180471028822853,0.612499503926114,0.193430656934307,0.027694096506527,3,95.000000000000000,4
S01008473,0.343137254901961,0.037467901330636,0.259183673469388,0.358490566037736,0.631493322397109,0.241881397195394,0.611565697573457,0.257299270072993,0.098867924528302,3,117.000000000000000,4
S01008474,0.303921568627451,0.061590488011081,0.230612244897959,0.415094339622641,0.709347480353652,0.267489501004007,0.688889147984264,0.208029197080292,0.152299755370940,3,117.000000000000000,4
S01008475,0.264705882352941,0.048457950273991,0.232653061224490,0.283018867924528,0.546614257122306,0.149522806587636,0.622516444242924,0.169708029197080,0.024311784720074,3,95.000000000000000,4
S01008476,0.205882352941176,0.031137236642999,0.220408163265306,0.301886792452830,0.600539539395792,0.169828587922126,0.622607299066903,0.182481751824818,0.035360488028720,2,106.000000000000000,4
S01008477,0.274509803921569,0.055304302881509,0.236734693877551,0.415094339622641,0.701445475478256,0.405806482269817,0.641691978896813,0.151459854014599,0.031975396031145,3,98.000000000000000,5
S01008478,0.274509803921569,0.084523849541161,0.338775510204082,0.358490566037736,0.701906125529048,0.193865238189152,0.409648449742060,0.246350364963504,0.036936958105219,3,116.000000000000000,4
S01008479,0.205882352941176,0.030561059640479,0.218367346938776,0.245283018867925,0.660113491581746,0.055416973893126,0.668697785037231,0.125912408759124,0.072022991378233,2,106.000000000000000,4
S01008480,0.215686274509804,0.054499955709097,0.279591836734694,0.226415094339623,0.464210719722821,0.244652570468921,0.524252096621784,0.197080291970803,0.024431941810948,2,74.000000000000000,4
S01008481,0.186274509803922,0.123496420262935,0.251020408163265,0.150943396226415,0.302764640472658,0.304567322947308,0.768595010333196,0.169708029197080,0.080462196971151,2,85.000000000000000,4
S01008482,0.225490196078431,0.079187770299961,0.157142857142857,0.264150943396226,0.645013495142291,0.402357863394652,0.535154237943928,0.164233576642336,0.179167573280283,3,86.000000000000000,4
